2026-07-16 00:49:37,287 [WARNING] app.llm.ollama_client: Ollama health check failed: timed out
2026-07-16 00:49:42,008 [WARNING] app.llm.ollama_client: Ollama health check failed: timed out
2026-07-16 11:13:46,365 [WARNING] app.llm.ollama_client: Ollama health check failed: timed out
2026-07-16 11:13:51,460 [WARNING] app.llm.ollama_client: Ollama health check failed: timed out
2026-07-16 11:49:19,326 [INFO] app.llm: GeminiClient: Sending generation request to gemini-2.5-flash...
2026-07-16 11:49:19,329 [INFO] app.llm: GeminiClient: Sending generation request to gemini-2.5-flash...
2026-07-16 11:49:19,330 [ERROR] app.llm: GeminiClient: API failed with status code 429: Resource has been exhausted (e.g. queries per minute).
2026-07-16 11:49:19,332 [INFO] app.llm: OpenRouterClient: Sending generation request to meta-llama/llama-3.1-8b-instruct...
2026-07-16 11:49:19,333 [INFO] app.llm: LLMRouter: Selected primary provider: gemini using model gemini-2.5-flash
2026-07-16 11:49:19,334 [INFO] app.llm: LLMRouter: Primary provider gemini succeeded on attempt 1. Response time: 0ms. Fallback used: False.
2026-07-16 11:49:19,336 [INFO] app.llm: LLMRouter: Selected primary provider: gemini using model gemini-2.5-flash
2026-07-16 11:49:19,336 [WARNING] app.llm: LLMRouter: Primary provider gemini attempt 1 failed with error: Transient Network Error
2026-07-16 11:49:19,336 [INFO] app.llm: LLMRouter: Retrying primary provider gemini (Attempt 2/3)...
2026-07-16 11:49:19,336 [INFO] app.llm: LLMRouter: Primary provider gemini succeeded on attempt 2. Response time: 0ms. Fallback used: False.
2026-07-16 11:49:19,338 [INFO] app.llm: LLMRouter: Selected primary provider: gemini using model gemini-2.5-flash
2026-07-16 11:49:19,338 [WARNING] app.llm: LLMRouter: Primary provider gemini attempt 1 failed with error: Persistent Quota Error
2026-07-16 11:49:19,338 [INFO] app.llm: LLMRouter: Retrying primary provider gemini (Attempt 2/3)...
2026-07-16 11:49:19,338 [WARNING] app.llm: LLMRouter: Primary provider gemini attempt 2 failed with error: Persistent Quota Error
2026-07-16 11:49:19,338 [INFO] app.llm: LLMRouter: Retrying primary provider gemini (Attempt 3/3)...
2026-07-16 11:49:19,339 [WARNING] app.llm: LLMRouter: Primary provider gemini attempt 3 failed with error: Persistent Quota Error
2026-07-16 11:49:19,339 [WARNING] app.llm: LLMRouter: Primary provider gemini failed after 3 attempts. Activating fallback provider: openrouter using model meta-llama/llama-3.1-8b-instruct...
2026-07-16 11:49:19,339 [INFO] app.llm: LLMRouter: Fallback provider openrouter succeeded. Total response time: 1ms. Fallback used: True.
2026-07-16 12:07:17,951 [INFO] app.llm: ChatbotService: Received question: 'How to store salmon?'
2026-07-16 15:48:21,011 [INFO] app.llm: ChatbotService: Processing query: 'How should I store Salmon?' | History provided: False
2026-07-16 15:48:21,012 [INFO] app.llm: ChatbotService: Detected query language: english
2026-07-16 15:48:21,012 [INFO] app.llm: ChatbotService: Safety keyword matched. Re-ranking safety.json chunks to the top.
2026-07-16 15:48:21,049 [INFO] app.llm: ChatbotService: Processing query: 'What is the special today?' | History provided: True
2026-07-16 15:48:21,049 [INFO] app.llm: ChatbotService: Detected query language: english
2026-07-16 15:48:21,087 [INFO] app.llm: ChatbotService: Processing query: 'Recommend a recipe' | History provided: False
2026-07-16 15:48:21,088 [INFO] app.llm: ChatbotService: Detected query language: english
2026-07-16 15:48:21,181 [INFO] app.llm: ChatbotService: Processing query: 'Tell me about suppliers' | History provided: False
2026-07-16 15:48:21,181 [INFO] app.llm: ChatbotService: Detected query language: english
2026-07-16 18:00:44,532 [INFO] app.llm: ChatbotService: Processing query: 'How should I store Salmon?' | History provided: False
2026-07-16 18:00:44,533 [INFO] app.llm: ChatbotService: Detected query language: english
